2021/03/01 22:00:00;Desligado
2021/03/01 22:00:00;Ligado
2021/03/01 22:00:00;Ligado
2021/03/01 22:00:00;Desligado
2022-05-17 17:24:06;Ligado
2022-05-17 17:24:06;Ligado
2022-05-17 17:24:06;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:08;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:12;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:14;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:22;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
2022-05-17 17:24:26;Ligado
